DeviceId,DeviceName,OSPlatform,OSVersion,OSArchitecture,SoftwareVendor,SoftwareName,SoftwareVersion,CveId,VulnerabilitySeverityLevel,RecommendedSecurityUpdate,RecommendedSecurityUpdateId,CveTags,CveMitigationStatus
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools-minimal_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools-minimal_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools-minimal_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools-minimal_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools-minimal_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools-minimal_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,httpd-filesystem_for_linux,0:2.4.57-1.amzn2,CVE-2023-31122,High,ALAS2-2023-2322 - Security Advisory 2023 October 30,ALAS2-2023-2322,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,httpd-filesystem_for_linux,0:2.4.57-1.amzn2,CVE-2023-43622,High,ALAS2-2023-2322 - Security Advisory 2023 October 30,ALAS2-2023-2322,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,httpd-filesystem_for_linux,0:2.4.57-1.amzn2,CVE-2023-45802,High,ALAS2-2023-2322 - Security Advisory 2023 October 30,ALAS2-2023-2322,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,httpd-tools_for_linux,0:2.4.57-1.amzn2,CVE-2023-31122,High,ALAS2-2023-2322 - Security Advisory 2023 October 30,ALAS2-2023-2322,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,httpd-tools_for_linux,0:2.4.57-1.amzn2,CVE-2023-43622,High,ALAS2-2023-2322 - Security Advisory 2023 October 30,ALAS2-2023-2322,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,httpd-tools_for_linux,0:2.4.57-1.amzn2,CVE-2023-45802,High,ALAS2-2023-2322 - Security Advisory 2023 October 30,ALAS2-2023-2322,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2022-2586,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2022-34918,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3090,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3111,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-32233,High,ALAS2-2023-2050 - Security Advisory 2023 May 25,ALAS2-2023-2050,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3390,High,ALAS2-2023-2268 - Security Advisory 2023 September 27,ALAS2-2023-2268,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3397,High,ALAS2-2023-2340 - Security Advisory 2023 November 09,ALAS2-2023-2340,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-34324,High,ALAS2-2023-2328 - Security Advisory 2023 October 30,ALAS2-2023-2328,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-35001,High,ALAS2-2023-2130 - Security Advisory 2023 July 17,ALAS2-2023-2130,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3609,High,ALAS2-2023-2179 - Security Advisory 2023 August 03,ALAS2-2023-2179,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3611,High,ALAS2-2023-2179 - Security Advisory 2023 August 03,ALAS2-2023-2179,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3776,High,ALAS2-2023-2179 - Security Advisory 2023 August 03,ALAS2-2023-2179,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-39198,High,ALAS2-2024-2391 - Security Advisory 2024 January 03,ALAS2-2024-2391,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4206,High,ALAS2-2023-2268 - Security Advisory 2023 September 27,ALAS2-2023-2268,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4207,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4208,High,ALAS2-2023-2268 - Security Advisory 2023 September 27,ALAS2-2023-2268,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-42753,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-45871,Critical,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4622,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4623,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4921,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-5717,High,ALAS2-2023-2340 - Security Advisory 2023 November 09,ALAS2-2023-2340,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-headers_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-6932,High,ALAS2-2024-2391 - Security Advisory 2024 January 03,ALAS2-2024-2391,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2022-2586,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2022-34918,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3090,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3111,High,ALAS2-2023-2100 - Security Advisory 2023 June 21,ALAS2-2023-2100,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-32233,High,ALAS2-2023-2050 - Security Advisory 2023 May 25,ALAS2-2023-2050,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3390,High,ALAS2-2023-2268 - Security Advisory 2023 September 27,ALAS2-2023-2268,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3397,High,ALAS2-2023-2340 - Security Advisory 2023 November 09,ALAS2-2023-2340,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-34324,High,ALAS2-2023-2328 - Security Advisory 2023 October 30,ALAS2-2023-2328,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-35001,High,ALAS2-2023-2130 - Security Advisory 2023 July 17,ALAS2-2023-2130,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3609,High,ALAS2-2023-2179 - Security Advisory 2023 August 03,ALAS2-2023-2179,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3611,High,ALAS2-2023-2179 - Security Advisory 2023 August 03,ALAS2-2023-2179,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-3776,High,ALAS2-2023-2179 - Security Advisory 2023 August 03,ALAS2-2023-2179,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-39198,High,ALAS2-2024-2391 - Security Advisory 2024 January 03,ALAS2-2024-2391,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4206,High,ALAS2-2023-2268 - Security Advisory 2023 September 27,ALAS2-2023-2268,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4207,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4208,High,ALAS2-2023-2268 - Security Advisory 2023 September 27,ALAS2-2023-2268,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-42753,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-45871,Critical,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4622,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4623,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-4921,High,ALAS2-2023-2264 - Security Advisory 2023 September 27,ALAS2-2023-2264,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-5717,High,ALAS2-2023-2340 - Security Advisory 2023 November 09,ALAS2-2023-2340,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,kernel-tools_for_linux,0:4.14.314-237.533.amzn2,CVE-2023-6932,High,ALAS2-2024-2391 - Security Advisory 2024 January 03,ALAS2-2024-2391,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,krb5-devel_for_linux,0:1.15.1-55.amzn2.2.5,CVE-2023-36054,High,ALAS2-2023-2225 - Security Advisory 2023 August 31,ALAS2-2023-2225,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-devel_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-devel_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-irb_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-irb_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-irb_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-libs_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-libs_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ruby-libs_for_linux,0:2.0.0.648-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-bigdecimal_for_linux,0:1.2.0-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-bigdecimal_for_linux,0:1.2.0-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-bigdecimal_for_linux,0:1.2.0-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-io-console_for_linux,0:0.4.2-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-io-console_for_linux,0:0.4.2-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-io-console_for_linux,0:0.4.2-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-json_for_linux,0:1.7.7-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-json_for_linux,0:1.7.7-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-json_for_linux,0:1.7.7-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-psych_for_linux,0:2.0.0-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-psych_for_linux,0:2.0.0-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-psych_for_linux,0:2.0.0-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-rdoc_for_linux,0:4.0.0-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-rdoc_for_linux,0:4.0.0-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygem-rdoc_for_linux,0:4.0.0-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygems_for_linux,0:2.0.14.1-36.amzn2.0.3,CVE-2017-9224,High,ALAS2-2023-2201 - Security Advisory 2023 August 03,ALAS2-2023-2201,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygems_for_linux,0:2.0.14.1-36.amzn2.0.3,CVE-2021-41817,High,ALAS2-2023-2345 - Security Advisory 2023 November 09,ALAS2-2023-2345,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,rubygems_for_linux,0:2.0.14.1-36.amzn2.0.3,CVE-2023-28756,High,ALAS2-2023-2084 - Security Advisory 2023 June 07,ALAS2-2023-2084,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,sysstat_for_linux,0:10.1.5-18.amzn2.0.2,CVE-2023-33204,High,ALAS2-2023-2068 - Security Advisory 2023 June 05,ALAS2-2023-2068,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-2609,High,ALAS2-2023-2085 - Security Advisory 2023 June 07,ALAS2-2023-2085,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4733,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4734,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4738,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4750,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4751,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4752,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4781,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-common_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-5535,High,ALAS2-2023-2319 - Security Advisory 2023 October 30,ALAS2-2023-2319,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-2609,High,ALAS2-2023-2085 - Security Advisory 2023 June 07,ALAS2-2023-2085,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4733,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4734,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4738,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4750,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4751,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4752,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4781,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-data_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-5535,High,ALAS2-2023-2319 - Security Advisory 2023 October 30,ALAS2-2023-2319,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-2609,High,ALAS2-2023-2085 - Security Advisory 2023 June 07,ALAS2-2023-2085,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4733,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4734,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4738,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4750,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4751,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4752,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4781,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-enhanced_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-5535,High,ALAS2-2023-2319 - Security Advisory 2023 October 30,ALAS2-2023-2319,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-2609,High,ALAS2-2023-2085 - Security Advisory 2023 June 07,ALAS2-2023-2085,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4733,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4734,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4738,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4750,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4751,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,vim-filesystem_for_linux,2:9.0.1403-1.amzn2.0.2,CVE-2023-4752,High,ALAS2-2023-2266 - Security Advisory 2023 September 27,ALAS2-2023-2266,[],
